private_cofinancing,project_name,lat,description,beneficiary_name,public_cofinancing,long,fund,eu_amount,address,duration
52000,Elektronische voeding PT504 AC/DC 20A,51.5619961,Het ontwikkelen van een elektronische voeding voor hoogwaardige industriele en offshore toepassingen.,Power Technics,14000,4.6196905,EFRO,14000,4879 AL,Looptijd: van  7 augustus 2008 tot -
139170,Macrostabiliteitsonderzoek,53.1886866,"De IJkdijk is een proeftuin voor ontwikkeling en validatie van sensorsystemen voor het verbeteren van het beheer van waterkeringen. In het project wordt een Stabiliteitsdijk ontworpen en aangelegd. In die Stabiliteitsdijk zullen de diverse systemen van deelnemende bedrijven worden geïnstalleerd. 
 
Vervolgens zal de dijk bezwijken, als gevolg van een grootschalig stabiliteitsprobleem. Hierbij bezwijkt niet alleen het dijklichaam, maar ook de grondlagen onder de dijk. Het bezwijken van de proefdijk geeft de deelnemers de gelegenheid ontwerpen van hun sensorsystemen af te stemmen op situaties in waterkeringen en informatiemanagementsystemen te ontwikkelen voor de waterkeringbeheerder.",Stichting IJkdijk,950285,6.5465312,EFRO,353115,9728 BM,Looptijd: van  3 juli 2008 tot 31 januari 2011
,FlexTT project,52.0471584,Het project FlexTT is een innovatieproject waarin Twister B.V. samen met de NAM B.V. een nieuwe techniek ontwikkelt voor het scheiden van aardgas in gas geschikt voor het gasleidingennetwerk en een reststroom met bijproducten. Wanneer het lukt de nieuwe technologie te ontwikkelen betekent dat een aanzienlijke vergroting van de (piek)productie capaciteit van de aardgasinfrastructuur in Noord-Nederland en een versterking van de Europese aardgas hub functie. Voor Nederland is dit van belang om de positie ten opzichte van het buitenland te kunnen behouden. Goede zuiveringstechnieken voor gas zijn ook van belang om het mogelijk te maken biogas aan het aardgasnetwerk toe te voeren.,Twister B.V.,,4.3464166,EFRO,464455,2289 CC,Looptijd: van  5 oktober 2009 tot 31 augustus 2014
286270,Krachten bundelen voor rendabele algenkweek,51.4997011,"Het doel van dit project is een stabiel, efficiënt en grootschalig algenkweeksysteem te ontwikkelen op basis van zout water, dat voedsel levert voor binnendijkse schelpdierkweek. Zoutwater algenkweek is technisch mogelijk, maar alleen nog op prototype schaal en daardoor niet rendabel. Gekweekte algen zijn op dit moment veel te duur om als schelpdiervoedsel te gebruiken. De schelpdieren leveren zeker niet zoveel geld op als is geïnvesteerd in algen om deze dieren op te kweken. Door een nieuw, verbeterd kweeksysteem te ontwikkelen, wordt binnendijkse schelpdierkweek commercieel interessant. Algenkweek is ca. 40% van de totale kosten voor schelpdierkweek. De algen die worden gekweekt in zout (Oosterschelde) water, zullen in eerste instantie als voedsel voor binnendijkse schelpdierkweek worden ingezet.",Roem van Yerseke B.V.,,4.0468269,EFRO,286270,4401 KZ Yerseke,Looptijd: van  1 januari 2013 tot 30 september 2015
1241425,Phage Processing,51.9746045," . Fagen zijn daarmee geschikt om de gezondheid van mens en dier te beschermen. Sinds begin 1900 bestaat de methode om fagen in te zetten om bacteriële ziekteverwekkers te bestrijden, maar dit werd overschaduwd door het succes van antibiotica. Door het ontstaan van steeds meer resistenties is er nu opnieuw belangstelling voor fagen. In een samenwerkingsverband zal de opgedane kennis mbt faagproduktie gekoppeld worden aan kennis op het gebied van innovatief ontwerpen, ontwikkelen en optimaliseren van het productieproces. Hiermee wordt een pilot plan voor fagen neergezet.",Micreos B.V.,620712,5.646085,EFRO,620713,6709PA,Looptijd: van  1 juli 2011 tot  1 oktober 2015
630707,Flexines,53.2409221,"Het project is het eerste grote project dat plaatsvindt binnen RenQi, een samenwerkingsverband tussen Gasunie Engineering en Technology, TNO-ICT en de Hanzehogeschool Groningen. Binnen Flexines wordt onderzoek gedaan naar een lokaal energiemanagementsysteem dat op een generieke wijze de koppeling verzorgt tussen de eisen van de gebruiker, de lokaal aangesloten apparatuur (voor gebruik, opslag of productie van energie) en de openbare energienetten. Flexines zal hiervoor een toepassing realiseren. De toepassing is gericht op de energiegebruiker met een duurzame energiehuishouding, zowel binnen woon-, werk- en/of recreatieomgeving. De toepassing wordt opgebouwd rondom een intelligent energiemanagementsysteem (energiehub), dat op lokaal niveau energieaanbod en energievraag afstemt door apparaten met elkaar te laten communiceren. Energiestromen kunnen efficiënt en economisch optimaal bestuurd worden.
 
Het doel van het project is om een ‘proof of principle’ te ontwikkelen waarbij toepassingen, kritische succesfactoren en toekomstige mogelijkheden onderzocht zijn. Om de doelstellingen te realiseren zullen resultaten, protocollen, en verkregen inzichten gepresenteerd en gepubliceerd worden op bijeenkomsten en tijdschriften gericht op het MKB, het bedrijfsleven en de wetenschappelijke wereld.
 
Opgedane kennis zal worden verankerd binnen de kennisinstellingen door onder andere aanpassingen in curricula en vervolgonderzoek.",Hanzehogeschool Groningen,2495270,6.5336721,EFRO,448221,9747 AS,Looptijd: van  6 mei 2008 tot  1 juli 2012
1050163,Netzwerk Toekomst / Internationale Dollard-Route (INTERREG D-NL),53.282968463305885," De verbinding per schip van Delfzijl naar Emden maakt deel uit van de Internationale Dollard-Route en is in het kader van het INTERREG-project 'Netzwerk Toekomst' gerealiseerd. Het project ""Netzwerk TOEKOMST"" heeft de wezenlijke nieuwe oriëntatie van de toeristische ontwikkeling in het EDR-gebied als doelstelling. Door de verantwoordelijken voor het toerisme in alle 7 regionale reisdestinaties wordt een blijvend netwerk aan deskundigheid opgericht waardoor de centrale kwaliteiten van het EDR-gebied (o.m. Waddenzee) onder benutting van moderne technologieën en methoden en voor het eerst gebruikte samenwerkingsvormen langdurig ondersteund zal worden. Vanwege de sinds 2004/2005 gedeeltelijk ver boven het gemiddelde liggende ontwikkeling van de toeristische sector met een hoog bezettingsgraad voornamelijk van vrouwen zal rekening houdend met de actuele economische crisis ook een bijdrage worden geleverd aan de stabilisatie van de economie. Zo zullen bijvoorbeeld ruim 200 banen worden gecreëerd of veilig gesteld. Het project heeft een looptijd tot 31 december 2013 en brengt totale kosten ter hoogte van ruim € 7,6 miljoen. De activiteiten van het project zijn onderverdeeld in negen werkpakketten waarvan er drie gericht zijn op een vergaand gebruik van het internet, vier op de verdere ontwikkeling van toeristische highlights ""vuurtorens"" en twee op het projectmanagement en communicatie en pr. Doelgroepen zijn voornamelijk het MKB en toeristen, maar ook de regionale bevolking. Onder meer zullen ruim 3.400 MKB worden bereikt. 50 grensoverschrijdende netwerken/clusters worden ondersteund en 40 innovaties op weg worden gebracht.",Provincie Friesland,3150162,7.165975322656209,INTERREG,3436630,26789 Leer,Looptijd: van 15 mei 2009 tot 30 september 2014
,10 mei: Manoeuvres - stadswallen den Bosch,29.9561359,"In ""Manoeuvres"" werkten 10 partners aan een gezamenlijk model rond innovatief en duurzaam beheer van cultuurhistorische verdedigingswerken. Onder andere het ontgraven en de restauratie van de muren aan de Sint-Janssingel van de stadswallen van Den Bosch werd met Interreg-subsidie gerestaureerd.
Den Bosch kan zo dankzij de Europese steun van Interreg Vlaanderen-Nederland één van haar toeristische troeven verder uitspelen.",Manoeuvres,,-94.006701,INTERREG,2825000,5200 GZ,Looptijd: van 15 december 2007 tot 15 december 2011
870489,Cross Media Expertisecentrum,52.2330853,"Met 'cross media' worden bedrijven bedoeld die exploiteren van informatie tot hoofdtaak hebben en die daarvoor meerdere media gebruiken, zoals een radio- of tv-omroep, uitgeverij, entertainment en reclame. Ook creatieve ontwerpers en conceptontwikkelaars behoren tot de cross media. De cross media industrie geeft een krachtige impuls aan de economie van de Noordvleugel van de Randstad. Het project ontwikkelt een regionaal expertisecentrum voor de cross media sector waarin bedrijfsleven, overheid, het onderwijsveld en de onderzoekswereld elkaar ontmoeten en intensief gaan samenwerken. In het Cross Media Expertcentrum komen kennis en vaardigheden samen. Bedrijven uit deze sector kunnen hier terecht voor advies, kennis en expertise. Het Expertcentrum speelt ook een belangrijke rol in het vergroten van het netwerk. Het toegankelijk maken van kennis voor partijen in de sector is mogelijk nog belangrijker dan de kennis op zich. Deze kennisverspreiding wordt mogelijk gemaakt door een groot aantal on- en offline communicatieactiviteiten, door netwerkbijeenkomsten, congressen, workshops te organiseren en door matchmaking. Samenwerking tussen : de provincie Noord-Holland, Flevoland en Utrecht, Ministerie van Economische Zaken, Syntens, Hogeschool van Amsterdam, Universteit van Utrecht, UvA, de gemeenten Haarlem, Amersfoort en Almere, en coördinerende organen als AIM, Taskforce Innovatie, Almere Kennisstad en Waag Society.",iMMovator,3058098,5.1743357,EFRO,1324730,1217GP,Looptijd: van  1 september 2008 tot 31 december 2012
,Bio Energie Noord II,53.1821716,"Bio Energie Noord (BEN) is een initiatief gericht op het uitbouwen van bestaande activiteiten op het gebied van energieproductie uit biomassa in Noord-Nederland. Hierbij ligt de nadruk op:
 
 
het verlengen van de waardeketen van het primaire bedrijf en het regionaal verwaarden van biomassa uit het landschap en afvalstromen;
het versterken van de samenwerking tussen de middelgrote en kleine bedrijven van buiten de landbouw en kennisinstellingen, gericht op de realisatie van projecten; 
het stimuleren van het gebruik van nieuwe technieken;
het bijdragen aan het maatschappelijk draagvlak voor de inzet van duurzame bio-energie;
het positioneren van Noord-Nederland als de regio waar innovatieve energieprojecten gerealiseerd worden.",Animal Sciences Group B.V.,,5.7718099,EFRO,213935,9084 AA,Looptijd: van 18 september 2008 tot  1 september 2011
,Pilot Duurzaam Zuidwijk,52.0755395,"De Greenport Regio Boskoop is de centrale greenport voor de boomkwekerij. In het Zuidwijk-gebied zijn zo'n 70 ondernemers gevestigd. De bedrijven in het Zuidwijk-gebied kampen met serieuze achterstand. Deze achterstand hangt samen met de verkaveling, gebrekkige ontsluiting, milieuonvriendelijke teelt, maar ook met een gebrek aan samenwerking tussen ondernemers. Om bij te blijven bij de concurrentie, zijn kavelomvang en ontsluiting belangrijk voor moderne sierteelt-bedrijven. Herinrichting is daarom een voorwaarde voor behoud van de concurrentiekracht. Doel van de Pilot Duurzaam Zuidwijk is op vernieuwende wijze en opererend vanuit een 'één greenportgedachte' de kansen in het gebied in kaart te brengen en tot een duurzaam productieproces te komen. Dit levert een overdraagbare aanpak op. De traditionele teelt in Boskoop is vollegrondsteel, met mest op de grond en gewasbeschermingsmiddelen. Water met gifstoffen wordt via drainage geloosd op het oppervlaktewater met waterverontreiniging als gevolg. De Europese Kaderrichtlijn Water maakt een duurzamer teeltproces noodzakelijk. Stappen hiertoe vanuit de ondernemers blijven echter uit. Dat komt onder andere door de belemmerende kavelstructuur. Daarom wordt de herinrichting in het Zuidwijk-gebied aangegrepen om tot een innovatief en duurzamer teeltproces te komen. In een pilot gaan de partners samenwerken. Er komt een innovatief gesloten systeem in combinatie met een collectieve watervoorziening. Gietwater wordt gebufferd en gezuiverd met gehulp van een zg helofieten-filter. De ondernemingen die deelnemen aan de pilot zullen gebruik maken van een gemeenschappelijke waterbuffer. De pilot moet andere ondernemers in de Greenport laten zien dat een milieuvriendelijker productieproces in de praktijk mogelijk is. Samenwerking tussen : gemeente Boskoop, sierteeltondernemers, een wateringenieursbureau, het Hoogheemraadschap en kennisinstellingen.",Gemeente Alphen aan den Rijn,454464,4.6551827,EFRO,454464,2771EK,Looptijd: van  1 september 2009 tot 31 maart 2013
,Reconstructie Roelenweg,52.5037036,,Gemeente Zwolle,738382,6.0903738,EFRO,958118,8017 JZ,Looptijd: van  1 januari 2012 tot 30 juni 2015
,Creative City Challenge - CCC (INTERREG),52.003095,"In order to be sustainable, innovation requires wider and transnational collaboration. The project CCC aims to identify, develop and test a powerful strategy through a range of instruments and methods, for the development of competitive, innovation-based urban and regional economies in the NSR in order to enable it to better contribute to the objectives of the Lisbon Agenda. CCC focuses on the catalyst role of creative industries in building and strengthening the innovative capacity of these urban economies, using a transnational triple helix of government, education and business.","Grensoverschrijdend samenwerkingsverband met projectpartners uit de landen rondom de Noordzee. De lead partner is:  de Hamburg Universiteit voor toegepaste wetenschappen, Duitsland",,4.371048,INTERREG,143168,2628 BX,Looptijd: van  1 september 2009 tot 30 november 2012
226547,Powered by You,51.9221305,"Energieopwekkende (dans)vloeren veroveren de wereld Het Rotterdamse bedrijf Sustainable Dance Club (SDC) introduceerde de eerste energieopwekkende dansvloer ter wereld. Hoe harder er gedanst wordt, hoe meer energie de vloer opwekt. Inmiddels heeft dit systeem de markt veroverd en is SDC uitgegroeid tot een volwassen bedrijf onder de naam Energy Floors. Kansen voor West sprong financieel bij toen SDC nog een ‘clean tech start up’ was en de vloer nog een pilotvloer, die technisch, economisch en maatschappelijk getoetst moest worden. Prototypes werden ontwikkeld en kennis opgebouwd over ‘human powered’ energiesystemen. Ook werd een proef uitgevoerd in het Feyenoordstadion, waar op enkele proefopstellingen duizenden supporters met hun voetstappen elektriciteit opwekten. De haalbaarheid van het systeem werd aangetoond en inmiddels installeert het bedrijf deze energie opwekkende vloermodules op vele events, festivals en beurzen in binnen- en buitenland. Het systeem beperkt zich niet tot dansvloeren, maar kan overal waar (veel) mensen in beweging zijn worden toegepast: vliegvelden, stations, stadions en diverse soorten publieke ruimtes. De gegenereerde stroom kan onder andere worden gebruikt voor (LED)verlichting, het tonen van interactieve advertenties en het opladen van smartphones. 'Looptegels zetten de kinetische energie uit een voetstap om in bruikbare elektriciteit.' Samenwerking tussen : SDC, Slapeloos BV, Stadion Feijenoord NV, TU-Delft.",Sustainable Dance Club,32164,4.4888604,EFRO,209036,3011LL,Looptijd: van 16 maart 2010 tot 31 december 2014
,EnergieLoket,52.3690249,"Het Energieloket is opgericht om het voor Amsterdamse MKB'ers gemakkelijker te maken energiebesparende maatregelen te nemen. Dit gebeurt door knelpunten (in tijd, geld, kennis etc.) weg te nemen. Ondernemers worden geholpen om energiebesparende maatregelen eenvoudig en rendabel toe te passen. Het traject dat doorlopen wordt ziet er als volgt uit: Een energieadviseur van het Energieloket komt bij een ondernemer op bezoek om te kijken welke energiebesparende maatregelen er genomen kunnen worden. Op basis hiervan kan een scan worden uitgevoerd die laat zien op welke termijn bepaalde energiebesparende maatregelen rendabel zijn. Een volgende stap is dat het EnergieLoket offertes opvraagt voor maatregelen die binnen 5 jaar terug te verdienen zijn. Op basis van deze offertes wordt het meest voordelige advies gepresenteerd op basis waarvan de ondernemer kan overgaan tot een energiebesparende investering. Daarnaast wil het EnergieLoket samenwerking en innovaties stimuleren en een platform zijn voor innovatieve producten. Dit alles moet ertoe leiden dat de concurrentiepositie van het Amsterdamse MKB verbetert en de hoeveelheid CO2 uitstoot met 30% wordt teruggedrongen. Samenwerking tussen : Gemeente Amsterdam, Klimaatbureau Amsterdam, MKB-Amsterdam, ORAM, Veban, winkeliersverenigingen en stadsdelen. Daarnaast wordt samengewerkt met financiële instellingen, installateurs, leveranciers, dienstverleners en energie-, bouwen vastgoed bedrijven.",Bureau Klimaat en Energie Amsterdam,362491,4.9027805,EFRO,241661,1011NH,Looptijd: van  2 april 2009 tot 30 juni 2011
26978,Westergasfabriek 'Het Levende Park',52.3861734,"Cultuurpark Westergasfabriek is een van de grootste centra voor cultuur, creatieve industrie en evenementen in Amsterdam. De Westergasfabriek is een voormalig industrieterrein in het Amsterdamse stadsdeel Westerpark. Er staan achttien monumentale fabrieksgebouwen. Na een grondige renovatie van de industriële monumenten en de aanleg van het park, is het terrein van de voormalige gasfabriek nu een uniek cultuurpark: een multifunctionele ruimte en een modern stadspark van internationale allure. Jaarlijks bezoeken ruim 700.000 mensen het park, de evenementen en de horeca. Het project het 'Levende Park' is een bundeling van interactieve installaties en applicaties. Hierin worden de verschillende historische verhalen, het rijke verleden en het altijd maar doorgroeiende heden van de Westergasfabriek, gekoppeld worden aan de persoonlijke ervaring van haar gebruikers en bezoekers. Zo zijn er fluisterbanken die verhalen van de bezoekers, kunstenaar of buurtbewoners vertellen. Er is een tijdkijker met beelden van het park, van de eerste steen van de gasfabriek in 1883 tot heden. Er zijn bordjes met QR codes die met behulp van een mobiele telefoon gelezen kunnen worden. Al deze activiteiten samen hebben de naam UP labs gekregen. Met behulp van de EFRO-subsidie is het hele terrein een interactief museum geworden. In tekst, beeld en geluid krijgt de bezoeker een beeld van het hele cultuurpark. Op 28 april 2010 werd UP labs feestelijk geopend. Samenwerking tussen : Westergasfabriek BV en gemeente Amsterdam.",Stichting Westergasfabriek,250000,4.8729509,EFRO,152000,1014DB,Looptijd: van  1 januari 2009 tot 31 maart 2010
215993,LOG ON Revolution - Phase 1 SMS voting,50.882027,"De ontwikkeling van de Plug 'n Poll, zijnde een laagdrempelige webbased SMS voting dienst.",LOG ON,58152,5.9602803,EFRO,58151,6419 DJ,Looptijd: van 22 juli 2008 tot -
19928871,Verbeteren economische functies Damrak - 8 panden,,"Het Damrak is een belangrijke straat van Amsterdam. Grenzend aan het centraal station is het de entree van de stad. Al jaren lang heeft de straat niet de uitstraling en de allure die de stad waardig zijn. Het aanbod bestaat merendeels uit souvenirwinkels en horeca. De gebouwen zijn veelal in slechte staat. Met de aankoop van 8 panden aan het Damrak nemen de NV Stadsgoed en Stadsgoed Monumenten BV een belangrijke stap in het nieuwe vormgeven van de entree van Amsterdam. De 8 panden worden zodanig herontwikkeld dat zij andere functies kunnen krijgen. De nieuwe huurders kunnen huren tegen betere condities. Het authentieke wordt in oude staat teruggebracht, maar tegelijkertijd wordt er gelet op energiebesparende maatregelen en oplossingen voor dubbel glas voor monumenten en zuinige apparatuur. Minder gevelreclames, verwijderen van serres, goed schilderwerk en een hoog afwerkingsniveau. Nieuwe huurder zullen worden gezocht in geheel andere branches dan de huidige, die het Damrak de uitstraling geven die bij een metropool hoort. De aanpak van het Damrak staat niet op zichzelf. Stadsgoed heeft de afgelopen 10 jaar al circa 20 panden op de Nieuwendijk gekocht. Verbeteren van economische functies Damrak leidt tot meer bezoekers voor Amsterdam. Dit is een belangrijke economische stimulans voor Amsterdam. Tegelijkertijd is er met de aanleg van de Noord-Zuidlijn en het Rode Loperproject een brede strategische aanpak die Amsterdam vooral in Europees verband als interessante stad moet positioneren. Samenwerking tussen : NV Stadsgoed, Stadsgoed Monumenten BV.",NV Stadsgoed,,,EFRO,4835156,1018GW,Looptijd: van 20 november 2008 tot 31 december 2013
928800,EstrellaSat Mobile Data Platform,52.214817,,EstrellaSat B.V. i.o.,125000,4.4186238,EFRO,125000,2201 AZ,Looptijd: van  9 januari 2009 tot -
29000,GCS (INTERREG EMR),33.646215,"Het project GCS is een financieringsinstrument (subsidies) voor grensoverschrijdende innovatieprojecten. Het betreft steun voor onderzoek, ontwikkeling en innovatie (industrieel onderzoek en experimentele ontwikkeling).
 
Het beoogt grensoverschrijdende samenwerking tussen MKB bedrijven in de Euregio Maas- Rijn te stimuleren. Het project richt zich primair op het MKB. Kennisinstellingen en grote bedrijven kunnen deelnemen indien dit noodzakelijk is voor het uitwerken van een innovatie. Thematisch zet de regeling in op de thema’s Health &amp; Life Sciences, High-Tech-Systems, Advanced materials en Sustainable energy. 
 
Andere Nederlandse partners in dit project:
- NV Brabantse Ontwikkelings Maatschappij (BOM)
Goirlese weg 15, NL-5003 DE Tilburg
Postbus 2340, NL-5003 DE Tilburg
Contactpersoon:
De heer Jan Pelle (directeur)
jpelle@bom.nl","Grensoverschrijdend samenwerkingsverband met Nederlandse, Duitse en Belgische projectpartners. De leadpartner is: NV Industriebank LIOF",3220000,-117.8495021,INTERREG,2290000,6201 BH,Looptijd: van  1 december 2011 tot 30 november 2014
400000,Ondernemerstrefpunt,53.2143754,"Het project is gericht op het versterken van de relatie en aansluiting tussen onderwijs en arbeidsmarkt en het functioneren van de arbeidsmarkt te verbeteren. Een van de belangrijkste voorwaarden daarbij is het opzetten van structurele contacten tussen onderwijs, bedrijfsleven en overheid en een goede communicatie- en informatievoorziening. Hiervoor wordt het Ondernemerstrefpunt opgericht. Dit is een trefpunt waar:

ondernemers en werknemers op bedrijventerreinen terecht kunnen voor diverse vraagstukken op het gebied van arbeidsmarkt, scholing, stages, kennisontwikkeling etc.;


scholen in hun directe contacten met ondernemers hun opleidingen kunnen aanpassen aan de vraag van de ondernemers;


vragen van ondernemers door de inzet van studenten kunnen worden uitgezocht;


waar partijen door samenwerking kunnen zorgen voor groei van bedrijvigheid en werkgelegenheid.

Doel van het project is het adviseren, begeleiden en verwijzen van ondernemers op het gebied van vacatures, scholing van werknemers, stageplaatsen/opdrachten en andere zaken. Het Ondernemerstrefpunt wil hét trefpunt zijn waar onderwijs en kennisinstellingen en ondernemers elkaar ontmoeten teneinde de aansluiting tussen onderwijs en arbeidsmarkt te verbeteren. Het Ondernemerstrefpunt streeft ernaar een onafhankelijk trefpunt te zijn op het gebied van het initiëren, ondersteunen en begeleiden van activiteiten op het snijvlak van onderwijs en arbeidsmarkt. De vraag van de ondernemers is het uitgangspunt van het Ondernemerstrefpunt.",Gemeente Groningen,460000,6.5653194,EFRO,460000,9711 HL,Looptijd: van  8 april 2008 tot  1 september 2011
107676,Euregiolog³ (INTERREG EMR),-37.1390357,"Het project ‘Euregiolog³’ heeft als doel het concurrentievermogen van de Euregio Maas-Rijn (EMR) als logistieke topregio te versterken door een grensoverschrijdende strategie voor marketing, arbeidsmarkt en netwerk.
Via een gezamenlijke regiobranding willen de projectpartners de profilering van de EMR als logistieke topregio versterken. De ontwikkeling van de corporate identity ‘gate4logistics’, gezamenlijke beursdeelnames, de ontwikkeling van de Logistieke Atlas EMR en de ontwikkeling van een website ‘gate4logistics’ maken deel uit van de regiobranding.
Verder beoogt het project om de euregionale arbeidsmarkt beter af te stemmen op de noden van de logistieke sector in de EMR door euregionale jobbeurzen, een bewustmakings- en sensibiliseringscampagne logistiek, SectorServicePunten Logistiek, enz.
Tot slot worden euregionale logistieke themabijeenkomsten georganiseerd om kennis- en ervaringsuitwisseling in de EMR te stimuleren en een ‘sense of community’ voor logistiek in de EMR te creëren. 
 
Nederlandse partner in dit project:
- Kamer van Koophandel Limburg
Noorderpoort 21, NL-5900 BX Venlo
Postbus 1910, NL-5900 BX Venlo
Contactpersoon:
De heer Wil Houben (directeur)
088/9876480
 
- Gemeente Sittard-Geleen
Postbus 18, NL-6130 AA Sittard
Hub Dassenplein 3, NL-6131 LB Sittard
Contactpersoon:
G. J. M. Cox (burgermeester)
info@sittard-geleen.nl
 
- UWV, divisie Werkbedrijf
Postbus 4600, NL-6401 JE Heerlen
Raadhuisplein 20, 6411 HK Heerlen
Contactpersoon:
De heer Rob Schwillens (Regiomanager)
rob.schwillens@uwv.nl
 
- European Logistics Center (ELC Limburg) (geassocieerde partner)
Noorderpoort 21, NL-5900 BX Venlo
Postbus 1910, NL-5900 BX Venlo
Contactpersoon:
De heer Jan Tindemans (Voorzitter)
info@elc.limburg.nl
 
- Provincie Limburg NL (geassocieerde partner)
limburglaan 10, NL-6229 GA Maastricht
Contactpersoon:
De heer Mark Verheijen (gedeputeerde economie)
info@prvlimburg.nl","Grensoverschrijdend samenwerkingsverband met Nederlandse, Duitse en Belgische projectpartners.  De leadpartner is: Provinciale Ontwickkelingsmaatschappij (POM) Limburg",167990,175.5509164,INTERREG,275667,3500,Looptijd: van  1 april 2012 tot 31 maart 2015
,Poort van Salland - Verdubbeling Siemelinksweg,52.2557667," De weg verbindt de N348 ten noorden van Deventer met de A1. Daarnaast ligt er een belangrijke relatie met de ontsluiting van het te ontwikkelen regionale bedrijvenpark A1. De verdubbeling van de Siemelinksweg gaat onderdeel uitmaken van het project “Oostelijke Poort van Salland”, waarin verder de Oostelijke Ontsluiting (tunnel onder het spoor Deventer Zutphen ten behoeve van het bedrijvenpark A1), de aanpassing van de zuidelijke afslag van de Rijksweg A1 en voorstadhalte voorzien zijn met als doel de bereikbaarheid te verbeteren. En zo de concurrentiepositie van het bedrijfsleven te versterken.",Gemeente Deventer,5700000,6.1619228,EFRO,1000000,7411 TH,Looptijd: van  1 juli 2010 tot  1 april 2012
1787090,Humanity House,52.0743943,"Het Humanity House in Den Haag maakt humanitaire thema's invoelbaar en bespreekbaar zodat iedereen zich bewust is van de keuzes die je kan maken als het gaat om vrede en veiligheid wereldwijd. We doen dit door een onafhankelijke plek te zijn waar thema's als rampen en conflicten vanuit het menselijk oogpunt worden belicht, en organisaties en individuen bijeen worden gebracht. Het Humanity House is dé plek waar ruimte is om het menselijk verhaal achter rampen en conflicten in de wereld te horen, zien en beleven. Het Humanity House biedt in haar museum de ervaring hoe het is om een ramp of conflict mee te maken en brengt via tijdelijke tentoonstellingen aanverwante thema's over het voetlicht. Daarnaast biedt het Humanity House een platform, een ontmoetingsplek voor mensen, organisaties en instanties die zich bezighouden met humanitaire thema's. Dit doet het Humanity House we via debat, film, muziek en gesprek. De educatie van Humanity House voorziet in programmas voor het onderwijs en brengt wereldproblemen dichterbij kinderen en jong volwassenen. Humanity House is in december 2010 opgericht en is een initiatief van het Nederlandse Rode Kruis. De gemeente Den Haag en het Europees Fonds voor Regionale Ontwikkeling van de Europese Commissie ondersteunen het Humanity House. Samenwerking tussen : Het Nederlandse Rode Kruis (NRK), Progra. 21 City marketing en internationale Stad, Progra.21 Citymarketingbudget internationaal en Cofinancieringsfonds.",Humanity House,2000000,4.3064995,EFRO,2000000,2512GA,Looptijd: van 15 september 2009 tot 31 mei 2015
,Boulevard Scheveningen,52.0770889,"Het strand van Scheveningen wordt aangepakt en er wordt een dijk én boulevard gebouwd. Deze werkzaamheden worden verricht om de veiligheid en de kwaliteit van de boulevard van Scheveningen te verbeteren en de kustverdediging te versterken. De dijk wordt aangelegd in het gebied tussen de Scheveningseslag en de keerlus van tram 11. Op het hoogste punt is de dijk 12 meter hoog. Met het versterken van de kustverdediging wordt een nieuwe boulevard aangelegd. Bijzonder aan de nieuwe boulevard is dat hij de originele, golvende kustlijn van Scheveningen volgt. Dit maakt de gevoelsafstand tussen Scheveningen-Bad, -Dorp en -Haven kleiner. Daarnaast worden auto's, fietsers en voetgangers door hoogteverschillen zoveel mogelijk van elkaar gescheiden. Er komt minder ruimte voor auto's en meer voor fietsers en voetgangers. Ook de strandpaviljoens worden gemoderniseerd en in groepjes over het strand verspreid. Het ontwerp van de nieuwe boulevard is van de Spaanse architect De Solè-Morales. Daarnaast worden landmarks, fietsenstallingen, toiletgroepen en een beeldentuin aangelegd en worden er kiosken geplaatst en verschillende bruggen gebouwd. Het project zal leiden tot een toename van het aantal bezoekers, maar ook tot een verbeterde woonomgeving en de daaruit voortkomende waardestijgingen van woningen. Door deze stijgingen zal ook de werkgelegenheid toenemen. Samenwerking tussen : Gemeente Den Haag en Rijkswaterstaat.","Gemeente Den Haag,dienst stadsbeheer",2534500,4.3121676,EFRO,1634000,2511EL,Looptijd: van  1 november 2009 tot  1 juli 2013
,"Herstructurering Bedrijventerrein Twentekanaal Middengebied, fase 1",52.2808871," Op basis van een masterplan en daarop gebaseerd uitvoerings-programma wordt een netto 370 hectare groot gemengd regionaal bedrijventerrein op onderdelen getransformeerd, geherstructureerd en gerevitaliseerd.",Gemeente Hengelo,1804293,6.7803789,EFRO,750000,7556 BM,Looptijd: van  1 juni 2009 tot 30 september 2011
